time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,open_supp_intern,open_apprentice,open_trainee,open_wbp
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,FE - general FE and tertiary colleges,208,104,6,318
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,FE - specialist post-16 institutions,27,7,0,34
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,FE - total,245,135,8,388
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,FE - UKRLP provider,10,24,2,36
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - academy,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - academy (resourced provision),0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - academy (SEN unit),0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - free school,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - free school (SEN unit),0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - independent,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - LA maintained,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Mainstream - total,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Non-maintained early years,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Placement not recorded,4,0,0,4
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Special - academy/free school,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Special - independent,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Special - LA maintained,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Special - non-maintained,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Type of placement,Special - total,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 15 and under,0,0,0,0
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 16,5,22,2,29
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 17,14,29,2,45
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 18,48,29,0,77
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 19,64,33,1,98
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 20,61,16,2,79
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 21,28,21,1,50
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 22,20,14,0,34
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 23,19,5,0,24
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,age 24,5,2,0,7
202425,Academic year,Regional,E92000001,England,E12000009,South West,,,,Young persons age,Age unknown,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,All work based placements,All work based placements,31,2,11,44
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Any other ethnic group,1,0,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Asian - Any other Asian background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Asian - Chinese,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Asian - Pakistani,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Black - Any other Black background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Black - Black African,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Black - Black Caribbean,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Mixed - Any other Mixed background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Mixed - White and Asian,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Mixed - White and Black African,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Mixed - White and Black Caribbean,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,Unclassified,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,White - Any other White background,1,0,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Ethnicity,White - White British,29,2,11,42
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Sex,Female,12,0,5,17
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Sex,Male,19,2,6,27
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,AP/PRU - academy,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,AP/PRU - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Educated elsewhere - elective home education,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Educated elsewhere - other arrangements by LA,21,1,10,32
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Educated elsewhere - other placement settings,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Educated elsewhere - total,21,1,10,32
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,FE - general FE and tertiary colleges,2,1,1,4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,FE - specialist post-16 institutions,8,0,0,8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,FE - total,10,1,1,12
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Mainstream - academy,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Mainstream - academy (resourced provision),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Mainstream - free school,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Mainstream - independent,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Mainstream - LA maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Mainstream - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Non-maintained early years,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Special - academy/free school,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Special - independent,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Special - LA maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Special - non-maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Type of placement,Special - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 15 and under,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 16,5,0,1,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 17,5,1,3,9
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 18,8,1,2,11
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 19,4,0,4,8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 20,2,0,0,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 21,6,0,1,7
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 22,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 23,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,Young persons age,age 24,1,0,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,All work based placements,All work based placements,30,9,0,39
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Any other ethnic group,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Asian - Any other Asian background,1,0,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Asian - Bangladeshi,2,0,0,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Asian - Chinese,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Asian - Indian,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Asian - Pakistani,0,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Black - Any other Black background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Black - Black African,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Black - Black Caribbean,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Mixed - Any other Mixed background,1,0,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Mixed - White and Asian,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Mixed - White and Black African,1,0,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Mixed - White and Black Caribbean,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,Unclassified,2,0,0,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,White - Any other White background,2,0,0,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,White - Gypsy/Roma,1,0,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,White - Irish,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,White - Traveller of Irish heritage,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Ethnicity,White - White British,20,8,0,28
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Sex,Female,6,3,0,9
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Sex,Male,24,6,0,30
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,AP/PRU - academy,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,AP/PRU - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - elective home education,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - NEET,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - not in education or training (other),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - other placement settings,0,6,0,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - other schools and establishments,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Educated elsewhere - total,0,6,0,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,FE - general FE and tertiary colleges,7,1,0,8
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,FE - specialist post-16 institutions,13,0,0,13
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,FE - total,28,2,0,30
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,FE - UKRLP provider,8,1,0,9
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Mainstream - academy,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Mainstream - academy (resourced provision),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Mainstream - free school,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Mainstream - independent,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Mainstream - LA maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Mainstream - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Non-maintained early years,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Placement not recorded,2,1,0,3
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Special - academy/free school,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Special - independent,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Special - LA maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Special - non-maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Type of placement,Special - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 15 and under,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 16,4,2,0,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 17,6,3,0,9
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 18,10,0,0,10
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 19,6,3,0,9
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 20,2,0,0,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 21,2,0,0,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 22,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 23,0,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,Young persons age,age 24,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,All work based placements,All work based placements,2,1,59,62
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Any other ethnic group,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Asian - Any other Asian background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Asian - Bangladeshi,0,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Asian - Chinese,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Asian - Indian,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Asian - Pakistani,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Black - Any other Black background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Black - Black African,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Mixed - Any other Mixed background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Mixed - White and Asian,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Mixed - White and Black African,0,1,0,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Mixed - White and Black Caribbean,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,Unclassified,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,White - Any other White background,0,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,White - Gypsy/Roma,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,White - Irish,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Ethnicity,White - White British,2,0,56,58
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Sex,Female,2,1,18,21
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Sex,Male,0,0,41,41
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,AP/PRU - LA maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,AP/PRU - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Educated elsewhere - elective home education,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Educated elsewhere - NEET,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Educated elsewhere - not in education or training (other),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Educated elsewhere - other arrangements by parents,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Educated elsewhere - other placement settings,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Educated elsewhere - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,FE - general FE and tertiary colleges,0,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,FE - specialist post-16 institutions,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,FE - total,1,1,58,60
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,FE - UKRLP provider,1,1,57,59
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - academy,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - academy (resourced provision),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - academy (SEN unit),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - independent,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - LA maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - LA maintained (SEN unit),0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Mainstream - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Non-maintained early years,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Placement not recorded,1,0,1,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Special - academy/free school,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Special - independent,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Special - LA maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Special - non-maintained,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Type of placement,Special - total,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 15 and under,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 16,0,1,14,15
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 17,1,0,18,19
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 18,1,0,13,14
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 19,0,0,7,7
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 20,0,0,3,3
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 21,0,0,2,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 22,0,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 23,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,Young persons age,age 24,0,0,1,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,All work based placements,All work based placements,27,1,0,28
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Any other ethnic group,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Asian - Any other Asian background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Asian - Bangladeshi,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Asian - Chinese,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Asian - Indian,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Asian - Pakistani,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Black - Any other Black background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Black - Black African,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Black - Black Caribbean,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Mixed - Any other Mixed background,0,0,0,0
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,Ethnicity,Mixed - White and Asian,0,0,0,0
