time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,max_age,needs_met,he,employ,transfer,no_engage,moved_outside_eng,deceased,not_rec,other,total_ceased
2022,Calendar year,National,E92000001,England,,,,,,All ceased EHC plans,All ceased EHC plans,2141,4054,1454,2734,9400,11734,490,519,5,2193,34724
2022,Calendar year,Regional,E92000001,England,E12000001,North East,,,,All ceased EHC plans,All ceased EHC plans,68,305,102,325,398,816,9,38,0,55,2116
2022,Calendar year,Regional,E92000001,England,E12000002,North West,,,,All ceased EHC plans,All ceased EHC plans,469,322,188,431,1198,1427,69,77,0,447,4628
2022,Calendar year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,All ceased EHC plans,All ceased EHC plans,213,212,153,257,770,1562,30,61,0,79,3337
2022,Calendar year,Regional,E92000001,England,E12000004,East Midlands,,,,All ceased EHC plans,All ceased EHC plans,62,94,46,49,691,1320,22,36,0,312,2632
2022,Calendar year,Regional,E92000001,England,E12000005,West Midlands,,,,All ceased EHC plans,All ceased EHC plans,68,1523,85,183,1170,829,18,84,0,261,4221
2022,Calendar year,Regional,E92000001,England,E12000006,East of England,,,,All ceased EHC plans,All ceased EHC plans,196,208,130,343,855,1247,34,49,3,570,3635
2022,Calendar year,Regional,E92000001,England,E12000007,London,,,,All ceased EHC plans,All ceased EHC plans,317,328,400,333,2017,1822,218,81,0,9,5525
2022,Calendar year,Regional,E92000001,England,E12000008,South East,,,,All ceased EHC plans,All ceased EHC plans,409,716,186,447,1394,1323,65,65,2,251,4858
2022,Calendar year,Regional,E92000001,England,E12000009,South West,,,,All ceased EHC plans,All ceased EHC plans,339,346,164,366,907,1388,25,28,0,209,3772
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000037,390,Gateshead,All ceased EHC plans,All ceased EHC plans,0,14,5,16,29,34,0,2,0,0,100
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000021,391,Newcastle upon Tyne,All ceased EHC plans,All ceased EHC plans,3,7,2,19,46,45,4,10,0,0,136
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000022,392,North Tyneside,All ceased EHC plans,All ceased EHC plans,9,9,18,46,42,106,0,4,0,1,235
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000023,393,South Tyneside,All ceased EHC plans,All ceased EHC plans,2,29,7,19,4,62,0,0,0,0,123
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E08000024,394,Sunderland,All ceased EHC plans,All ceased EHC plans,4,4,0,0,34,51,1,3,0,0,97
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000001,805,Hartlepool,All ceased EHC plans,All ceased EHC plans,0,1,4,3,16,13,1,0,0,23,61
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000002,806,Middlesbrough,All ceased EHC plans,All ceased EHC plans,11,0,4,16,35,95,0,3,0,0,164
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000003,807,Redcar and Cleveland,All ceased EHC plans,All ceased EHC plans,0,73,2,0,27,2,0,0,0,0,104
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000004,808,Stockton-on-Tees,All ceased EHC plans,All ceased EHC plans,0,3,10,26,44,154,1,3,0,31,272
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000047,840,County Durham,All ceased EHC plans,All ceased EHC plans,39,74,36,116,54,178,2,6,0,0,505
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000005,841,Darlington,All ceased EHC plans,All ceased EHC plans,0,53,0,3,23,5,0,3,0,0,87
2022,Calendar year,Local authority,E92000001,England,E12000001,North East,E06000057,929,Northumberland,All ceased EHC plans,All ceased EHC plans,0,38,14,61,44,71,0,4,0,0,232
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000011,340,Knowsley,All ceased EHC plans,All ceased EHC plans,6,7,5,19,35,0,0,0,0,0,72
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000012,341,Liverpool,All ceased EHC plans,All ceased EHC plans,11,1,2,3,91,105,0,7,0,0,220
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000013,342,St. Helens,All ceased EHC plans,All ceased EHC plans,1,5,4,9,36,33,0,0,0,13,101
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000014,343,Sefton,All ceased EHC plans,All ceased EHC plans,22,2,15,8,40,48,1,0,0,0,136
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000015,344,Wirral,All ceased EHC plans,All ceased EHC plans,4,0,1,0,29,18,4,3,0,0,59
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000001,350,Bolton,All ceased EHC plans,All ceased EHC plans,8,14,8,11,68,36,0,2,0,2,149
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000002,351,Bury,All ceased EHC plans,All ceased EHC plans,3,5,13,44,47,75,2,3,0,0,192
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000003,352,Manchester,All ceased EHC plans,All ceased EHC plans,323,5,20,7,168,57,27,12,0,0,619
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000004,353,Oldham,All ceased EHC plans,All ceased EHC plans,17,1,6,13,1,291,2,7,0,0,338
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000005,354,Rochdale,All ceased EHC plans,All ceased EHC plans,0,5,8,7,98,30,0,1,0,0,149
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000006,355,Salford,All ceased EHC plans,All ceased EHC plans,1,119,0,0,58,2,0,2,0,0,182
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000007,356,Stockport,All ceased EHC plans,All ceased EHC plans,5,2,11,41,79,96,7,4,0,0,245
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000008,357,Tameside,All ceased EHC plans,All ceased EHC plans,0,0,0,0,42,1,1,4,0,0,48
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000009,358,Trafford,All ceased EHC plans,All ceased EHC plans,0,5,7,9,51,54,7,1,0,0,134
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E08000010,359,Wigan,All ceased EHC plans,All ceased EHC plans,0,7,7,54,53,82,1,2,0,38,244
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000006,876,Halton,All ceased EHC plans,All ceased EHC plans,0,7,0,0,3,0,0,0,0,0,10
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000007,877,Warrington,All ceased EHC plans,All ceased EHC plans,0,2,8,46,25,7,1,6,0,0,95
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E10000017,888,Lancashire,All ceased EHC plans,All ceased EHC plans,43,24,17,29,79,303,0,12,0,141,648
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000008,889,Blackburn with Darwen,All ceased EHC plans,All ceased EHC plans,0,24,2,14,3,21,1,1,0,0,66
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000009,890,Blackpool,All ceased EHC plans,All ceased EHC plans,6,1,3,7,79,69,2,2,0,0,169
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000049,895,Cheshire East,All ceased EHC plans,All ceased EHC plans,0,12,22,43,72,65,0,0,0,2,216
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E06000050,896,Cheshire West and Chester,All ceased EHC plans,All ceased EHC plans,0,57,21,45,6,23,4,3,0,0,159
2022,Calendar year,Local authority,E92000001,England,E12000002,North West,E10000006,909,Cumbria,All ceased EHC plans,All ceased EHC plans,19,17,8,22,35,11,9,5,0,251,377
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000016,370,Barnsley,All ceased EHC plans,All ceased EHC plans,2,5,16,18,61,38,1,4,0,71,216
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000017,371,Doncaster,All ceased EHC plans,All ceased EHC plans,9,16,10,42,53,188,1,1,0,0,320
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000018,372,Rotherham,All ceased EHC plans,All ceased EHC plans,25,7,1,8,56,16,2,5,0,0,120
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000019,373,Sheffield,All ceased EHC plans,All ceased EHC plans,0,0,8,2,77,263,6,10,0,0,366
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000032,380,Bradford,All ceased EHC plans,All ceased EHC plans,0,102,1,1,100,0,6,13,0,1,224
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000033,381,Calderdale,All ceased EHC plans,All ceased EHC plans,1,7,23,16,22,101,1,5,0,0,176
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000034,382,Kirklees,All ceased EHC plans,All ceased EHC plans,7,6,6,15,56,187,3,5,0,0,285
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000035,383,Leeds,All ceased EHC plans,All ceased EHC plans,67,3,22,28,36,118,3,8,0,0,285
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E08000036,384,Wakefield,All ceased EHC plans,All ceased EHC plans,1,25,0,0,96,145,0,3,0,3,273
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000010,810,"Kingston upon Hull, City of",All ceased EHC plans,All ceased EHC plans,11,1,6,5,52,126,1,1,0,2,205
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000011,811,East Riding of Yorkshire,All ceased EHC plans,All ceased EHC plans,12,8,25,28,84,38,2,2,0,0,199
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000012,812,North East Lincolnshire,All ceased EHC plans,All ceased EHC plans,0,4,1,3,20,85,1,2,0,1,117
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000013,813,North Lincolnshire,All ceased EHC plans,All ceased EHC plans,0,3,8,12,23,44,3,0,0,0,93
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E10000023,815,North Yorkshire,All ceased EHC plans,All ceased EHC plans,6,25,26,79,34,213,0,2,0,1,386
2022,Calendar year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,E06000014,816,York,All ceased EHC plans,All ceased EHC plans,72,0,0,0,0,0,0,0,0,0,72
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000007,830,Derbyshire,All ceased EHC plans,All ceased EHC plans,2,1,1,0,24,163,0,6,0,0,197
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000015,831,Derby,All ceased EHC plans,All ceased EHC plans,7,8,6,3,35,36,2,3,0,0,100
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000018,855,Leicestershire,All ceased EHC plans,All ceased EHC plans,40,20,2,1,88,288,4,3,0,0,446
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000016,856,Leicester,All ceased EHC plans,All ceased EHC plans,0,5,1,1,80,184,2,6,0,0,279
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000017,857,Rutland,All ceased EHC plans,All ceased EHC plans,0,5,1,1,7,9,0,1,0,0,24
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000024,891,Nottinghamshire,All ceased EHC plans,All ceased EHC plans,9,6,17,30,110,241,1,8,0,0,422
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000018,892,Nottingham,All ceased EHC plans,All ceased EHC plans,1,22,6,2,39,37,4,2,0,4,117
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E10000019,925,Lincolnshire,All ceased EHC plans,All ceased EHC plans,3,22,0,0,131,353,0,1,0,36,546
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000061,940,North Northamptonshire,All ceased EHC plans,All ceased EHC plans,0,0,1,0,81,0,0,2,0,46,130
2022,Calendar year,Local authority,E92000001,England,E12000004,East Midlands,E06000062,941,West Northamptonshire,All ceased EHC plans,All ceased EHC plans,0,5,11,11,96,9,9,4,0,226,371
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000025,330,Birmingham,All ceased EHC plans,All ceased EHC plans,0,859,0,0,302,4,0,24,0,7,1196
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000026,331,Coventry,All ceased EHC plans,All ceased EHC plans,0,182,4,7,81,3,3,3,0,0,283
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000027,332,Dudley,All ceased EHC plans,All ceased EHC plans,17,21,3,1,21,30,1,5,0,0,99
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000028,333,Sandwell,All ceased EHC plans,All ceased EHC plans,4,3,16,8,80,44,5,10,0,0,170
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,All ceased EHC plans,All ceased EHC plans,5,12,12,44,60,65,0,1,0,0,199
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,All ceased EHC plans,All ceased EHC plans,1,2,1,1,94,2,1,5,0,0,107
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E08000031,336,Wolverhampton,All ceased EHC plans,All ceased EHC plans,3,21,4,11,93,70,1,4,0,2,209
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000028,860,Staffordshire,All ceased EHC plans,All ceased EHC plans,1,294,11,18,176,141,3,7,0,0,651
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000021,861,Stoke-on-Trent,All ceased EHC plans,All ceased EHC plans,6,34,12,39,69,73,1,7,0,14,255
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000019,884,"Herefordshire, County of",All ceased EHC plans,All ceased EHC plans,1,0,0,13,27,40,1,1,0,0,83
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000034,885,Worcestershire,All ceased EHC plans,All ceased EHC plans,19,0,1,0,78,2,0,7,0,234,341
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000051,893,Shropshire,All ceased EHC plans,All ceased EHC plans,8,90,9,34,31,96,1,4,0,1,274
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E06000020,894,Telford and Wrekin,All ceased EHC plans,All ceased EHC plans,1,1,2,1,49,114,1,6,0,0,175
2022,Calendar year,Local authority,E92000001,England,E12000005,West Midlands,E10000031,937,Warwickshire,All ceased EHC plans,All ceased EHC plans,2,4,10,6,9,145,0,0,0,3,179
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000032,821,Luton,All ceased EHC plans,All ceased EHC plans,0,6,0,4,50,18,3,3,0,0,84
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000055,822,Bedford,All ceased EHC plans,All ceased EHC plans,0,0,1,0,34,51,0,1,0,0,87
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000056,823,Central Bedfordshire,All ceased EHC plans,All ceased EHC plans,3,4,4,39,90,130,0,0,0,0,270
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000003,873,Cambridgeshire,All ceased EHC plans,All ceased EHC plans,63,12,34,16,92,121,9,6,0,4,357
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000031,874,Peterborough,All ceased EHC plans,All ceased EHC plans,12,5,6,9,6,64,3,3,0,1,109
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000012,881,Essex,All ceased EHC plans,All ceased EHC plans,0,0,7,27,225,6,7,15,3,565,855
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000033,882,Southend-on-Sea,All ceased EHC plans,All ceased EHC plans,1,9,1,23,36,28,1,2,0,0,101
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E06000034,883,Thurrock,All ceased EHC plans,All ceased EHC plans,3,2,4,42,25,43,2,2,0,0,123
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000015,919,Hertfordshire,All ceased EHC plans,All ceased EHC plans,10,39,9,7,146,142,4,7,0,0,364
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000020,926,Norfolk,All ceased EHC plans,All ceased EHC plans,40,92,63,176,98,644,3,4,0,0,1120
2022,Calendar year,Local authority,E92000001,England,E12000006,East of England,E10000029,935,Suffolk,All ceased EHC plans,All ceased EHC plans,64,39,1,0,53,0,2,6,0,0,165
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000001,201,City of London,All ceased EHC plans,All ceased EHC plans,0,1,0,0,1,0,1,0,0,0,3
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000007,202,Camden,All ceased EHC plans,All ceased EHC plans,6,22,27,18,32,71,12,0,0,0,188
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000011,203,Greenwich,All ceased EHC plans,All ceased EHC plans,2,3,3,0,70,81,0,3,0,0,162
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000012,204,Hackney,All ceased EHC plans,All ceased EHC plans,0,4,0,1,63,11,1,2,0,0,82
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000013,205,Hammersmith and Fulham,All ceased EHC plans,All ceased EHC plans,3,10,11,8,58,16,10,3,0,0,119
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000019,206,Islington,All ceased EHC plans,All ceased EHC plans,1,1,1,2,60,18,5,0,0,0,88
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000020,207,Kensington and Chelsea,All ceased EHC plans,All ceased EHC plans,8,4,13,5,18,15,14,1,0,0,78
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000022,208,Lambeth,All ceased EHC plans,All ceased EHC plans,14,5,1,1,56,30,3,3,0,0,113
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000023,209,Lewisham,All ceased EHC plans,All ceased EHC plans,1,0,2,3,74,29,4,2,0,0,115
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000028,210,Southwark,All ceased EHC plans,All ceased EHC plans,4,15,0,0,45,3,0,1,0,0,68
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000030,211,Tower Hamlets,All ceased EHC plans,All ceased EHC plans,0,0,6,4,14,3,1,0,0,0,28
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000032,212,Wandsworth,All ceased EHC plans,All ceased EHC plans,6,11,22,7,76,99,9,3,0,0,233
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000033,213,Westminster,All ceased EHC plans,All ceased EHC plans,8,6,35,10,30,44,9,2,0,0,144
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000002,301,Barking and Dagenham,All ceased EHC plans,All ceased EHC plans,7,2,4,1,85,44,2,3,0,0,148
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000003,302,Barnet,All ceased EHC plans,All ceased EHC plans,11,11,20,10,102,68,22,4,0,0,248
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000004,303,Bexley,All ceased EHC plans,All ceased EHC plans,16,3,5,6,84,32,1,1,0,0,148
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000005,304,Brent,All ceased EHC plans,All ceased EHC plans,54,8,4,2,86,3,14,3,0,0,174
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000006,305,Bromley,All ceased EHC plans,All ceased EHC plans,1,0,4,0,9,90,0,1,0,0,105
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000008,306,Croydon,All ceased EHC plans,All ceased EHC plans,15,60,14,11,172,20,12,3,0,0,307
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000009,307,Ealing,All ceased EHC plans,All ceased EHC plans,14,17,14,19,121,37,19,3,0,0,244
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000010,308,Enfield,All ceased EHC plans,All ceased EHC plans,2,7,15,18,0,94,10,5,0,0,151
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000014,309,Haringey,All ceased EHC plans,All ceased EHC plans,50,1,3,0,86,254,7,3,0,0,404
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000015,310,Harrow,All ceased EHC plans,All ceased EHC plans,13,10,31,22,73,50,10,3,0,0,212
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000016,311,Havering,All ceased EHC plans,All ceased EHC plans,18,2,0,0,66,173,0,5,0,0,264
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000017,312,Hillingdon,All ceased EHC plans,All ceased EHC plans,4,32,14,23,110,30,1,3,0,0,217
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000018,313,Hounslow,All ceased EHC plans,All ceased EHC plans,19,9,0,0,76,116,18,5,0,2,245
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000021,314,Kingston upon Thames,All ceased EHC plans,All ceased EHC plans,7,7,33,36,8,32,4,0,0,4,131
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000024,315,Merton,All ceased EHC plans,All ceased EHC plans,13,7,56,53,1,64,12,1,0,0,207
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000025,316,Newham,All ceased EHC plans,All ceased EHC plans,0,0,0,0,75,41,0,2,0,0,118
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000026,317,Redbridge,All ceased EHC plans,All ceased EHC plans,13,1,0,1,104,60,14,4,0,0,197
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000027,318,Richmond upon Thames,All ceased EHC plans,All ceased EHC plans,7,7,41,22,7,40,3,4,0,3,134
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000029,319,Sutton,All ceased EHC plans,All ceased EHC plans,0,5,3,9,26,146,0,3,0,0,192
2022,Calendar year,Local authority,E92000001,England,E12000007,London,E09000031,320,Waltham Forest,All ceased EHC plans,All ceased EHC plans,0,57,18,41,129,8,0,5,0,0,258
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000060,825,Buckinghamshire,All ceased EHC plans,All ceased EHC plans,18,69,30,34,110,102,9,14,0,0,386
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,All ceased EHC plans,All ceased EHC plans,2,2,0,2,56,16,7,6,0,1,92
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,All ceased EHC plans,All ceased EHC plans,7,17,5,6,27,82,0,0,0,0,144
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,All ceased EHC plans,All ceased EHC plans,6,16,13,21,62,20,2,1,0,0,141
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000014,850,Hampshire,All ceased EHC plans,All ceased EHC plans,102,280,18,87,192,39,5,12,0,0,735
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000044,851,Portsmouth,All ceased EHC plans,All ceased EHC plans,4,5,1,0,39,65,8,0,0,0,122
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000045,852,Southampton,All ceased EHC plans,All ceased EHC plans,0,0,0,0,36,48,1,1,0,0,86
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000036,867,Bracknell Forest,All ceased EHC plans,All ceased EHC plans,4,7,1,0,19,27,3,0,0,0,61
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000040,868,Windsor and Maidenhead,All ceased EHC plans,All ceased EHC plans,1,21,5,32,2,18,1,0,0,1,81
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000037,869,West Berkshire,All ceased EHC plans,All ceased EHC plans,0,0,11,12,42,1,0,0,2,9,77
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000038,870,Reading,All ceased EHC plans,All ceased EHC plans,5,5,2,3,41,21,7,2,0,1,87
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000039,871,Slough,All ceased EHC plans,All ceased EHC plans,5,3,0,2,36,1,1,0,0,1,49
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000041,872,Wokingham,All ceased EHC plans,All ceased EHC plans,8,27,16,20,29,78,0,0,0,0,178
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000016,886,Kent,All ceased EHC plans,All ceased EHC plans,177,44,38,100,241,215,7,14,0,104,940
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000035,887,Medway,All ceased EHC plans,All ceased EHC plans,0,36,9,27,109,155,0,0,0,0,336
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000046,921,Isle of Wight,All ceased EHC plans,All ceased EHC plans,2,65,4,6,20,2,0,0,0,2,101
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000025,931,Oxfordshire,All ceased EHC plans,All ceased EHC plans,0,12,9,15,62,100,0,0,0,132,330
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000030,936,Surrey,All ceased EHC plans,All ceased EHC plans,13,39,24,80,181,103,14,9,0,0,463
2022,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000032,938,West Sussex,All ceased EHC plans,All ceased EHC plans,55,68,0,0,90,230,0,6,0,0,449
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000053,420,Isles of Scilly,All ceased EHC plans,All ceased EHC plans,0,0,0,0,1,0,0,0,0,1,2
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000022,800,Bath and North East Somerset,All ceased EHC plans,All ceased EHC plans,0,0,4,65,47,0,0,0,0,0,116
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000023,801,"Bristol, City of",All ceased EHC plans,All ceased EHC plans,289,10,17,26,124,1,0,3,0,0,470
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000024,802,North Somerset,All ceased EHC plans,All ceased EHC plans,6,6,5,18,26,40,0,2,0,0,103
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000025,803,South Gloucestershire,All ceased EHC plans,All ceased EHC plans,0,17,0,0,48,0,0,1,0,0,66
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000059,838,Dorset,All ceased EHC plans,All ceased EHC plans,9,3,2,2,64,4,0,0,0,165,249
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000058,839,"Bournemouth, Christchurch and Poole",All ceased EHC plans,All ceased EHC plans,6,8,15,18,72,131,3,5,0,0,258
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000054,865,Wiltshire,All ceased EHC plans,All ceased EHC plans,2,7,18,10,83,114,2,1,0,0,237
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000030,866,Swindon,All ceased EHC plans,All ceased EHC plans,0,202,5,0,45,5,2,0,0,0,259
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E10000008,878,Devon,All ceased EHC plans,All ceased EHC plans,5,38,45,125,152,177,8,7,0,24,581
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000026,879,Plymouth,All ceased EHC plans,All ceased EHC plans,1,0,7,0,17,179,1,0,0,0,205
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000027,880,Torbay,All ceased EHC plans,All ceased EHC plans,0,43,9,44,48,85,1,0,0,0,230
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E06000052,908,Cornwall,All ceased EHC plans,All ceased EHC plans,14,10,28,35,22,208,0,4,0,0,321
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E10000013,916,Gloucestershire,All ceased EHC plans,All ceased EHC plans,4,2,0,0,72,386,0,3,0,0,467
2022,Calendar year,Local authority,E92000001,England,E12000009,South West,E10000027,933,Somerset,All ceased EHC plans,All ceased EHC plans,3,0,9,23,86,58,8,2,0,19,208
2023,Calendar year,National,E92000001,England,,,,,,Age plan ceased,age 10,0,38,0,1,767,0,79,20,0,8,913
