time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,max_age,needs_met,he,employ,transfer,no_engage,moved_outside_eng,deceased,not_rec,other,total_ceased
2023,Calendar year,Regional,E92000001,England,E12000006,East of England,,,,Years plan held,8 years,6,9,5,18,3,29,1,1,0,0,72
2023,Calendar year,Regional,E92000001,England,E12000006,East of England,,,,Years plan held,9 years,0,1,1,10,5,10,0,2,0,0,29
2023,Calendar year,Regional,E92000001,England,E12000006,East of England,,,,Years plan held,Under a year,3,4,7,6,161,15,85,4,0,0,286
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 10,0,7,0,1,204,0,30,1,0,0,243
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 11,0,6,0,0,193,0,18,1,0,1,219
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 12,0,4,0,0,138,0,21,4,0,2,169
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 13,1,6,2,2,136,0,14,2,0,5,168
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 14,0,4,0,1,179,0,20,3,0,0,207
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 15,0,13,4,0,163,0,9,5,0,3,197
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 16,0,26,1,4,175,6,12,6,0,4,234
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 17,1,31,9,15,147,34,12,2,0,7,258
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 18,4,83,166,41,119,186,9,6,0,7,621
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 19,32,69,117,76,78,282,7,3,0,16,680
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 2 and under,0,0,0,0,1,0,0,0,0,0,1
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 20 and over,440,233,153,228,142,1116,9,8,0,65,2394
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 3,0,0,0,0,10,0,0,0,0,0,10
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 4,0,0,0,1,99,0,13,4,0,0,117
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 5,0,3,0,0,142,0,24,5,0,2,176
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 6,0,2,0,0,168,0,18,1,0,2,191
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 7,0,2,0,0,181,0,18,3,0,3,207
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 8,0,3,1,0,158,0,18,4,0,2,186
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Age plan ceased,age 9,0,6,0,0,155,0,26,2,0,0,189
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,All ceased EHC plans,All ceased EHC plans,478,498,453,369,2588,1624,278,60,0,119,6467
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Any other ethnic group,16,27,26,14,116,75,32,3,0,5,314
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Asian - Any other Asian background,26,17,20,15,124,47,14,4,0,5,272
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Asian - Bangladeshi,9,11,15,9,57,24,1,2,0,0,128
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Asian - Chinese,2,2,3,1,7,5,1,0,0,0,21
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Asian - Indian,29,7,9,14,81,33,16,1,0,1,191
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Asian - Pakistani,16,12,17,13,70,39,10,4,0,3,184
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Black - Any other Black background,16,11,14,11,95,38,3,2,0,1,191
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Black - Black African,55,62,56,28,259,155,61,12,0,2,690
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Black - Black Caribbean,32,55,34,24,173,111,5,6,0,36,476
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Mixed - Any other Mixed background,16,18,14,18,151,64,12,2,0,8,303
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Mixed - White and Asian,5,8,9,5,33,10,3,0,0,1,74
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Mixed - White and Black African,4,7,3,1,35,28,3,1,0,1,83
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Mixed - White and Black Caribbean,14,24,15,13,96,72,4,0,0,2,240
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,Unclassified,71,70,46,31,484,292,38,7,0,7,1046
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,White - Any other White background,31,31,36,21,212,78,45,5,0,6,465
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,White - Gypsy/Roma,0,2,0,0,3,5,0,0,0,0,10
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,White - Irish,2,14,17,16,37,10,7,0,0,38,141
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,White - Traveller of Irish heritage,0,0,0,0,5,2,0,1,0,2,10
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Ethnicity,White - White British,134,120,119,135,550,536,23,10,0,1,1628
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Sex,Female,142,134,164,92,734,469,73,23,0,40,1871
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Sex,Male,336,364,289,277,1854,1155,205,37,0,79,4596
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,AP/PRU - academy,0,1,0,1,11,0,0,0,0,0,13
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,AP/PRU - free school,0,1,0,0,5,2,0,0,0,0,8
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,AP/PRU - LA maintained,0,0,0,0,21,1,0,1,0,0,23
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,AP/PRU - total,0,2,0,1,37,3,0,1,0,0,44
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - elective home education,0,4,1,0,19,2,8,0,0,0,34
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - NEET,86,73,44,94,106,796,6,2,0,39,1246
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),137,35,65,70,48,200,14,2,0,0,571
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - not in education or training (other),1,0,2,2,64,3,9,1,0,0,82
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - other arrangements by LA,14,31,12,17,69,33,5,6,0,22,209
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - other arrangements by parents,0,2,8,8,5,1,4,0,0,1,29
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - other placement settings,5,12,2,4,25,30,4,1,0,0,83
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Educated elsewhere - total,243,157,134,195,336,1065,50,12,0,62,2254
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,FE - general FE and tertiary colleges,140,181,138,98,168,357,7,3,0,28,1120
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,FE - specialist post-16 institutions,55,22,10,32,23,52,4,1,0,2,201
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,FE - total,195,203,148,130,191,409,11,4,0,30,1321
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - academy,4,44,96,6,429,33,26,5,0,9,652
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - academy (resourced provision),0,0,1,0,28,2,2,0,0,0,33
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - academy (SEN unit),0,0,1,0,11,0,2,0,0,0,14
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - free school,0,6,4,0,52,2,8,0,0,0,72
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - free school (resourced provision),0,0,0,0,2,0,0,0,0,0,2
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - free school (SEN unit),0,0,0,0,2,0,0,0,0,0,2
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - independent,3,13,12,0,48,8,5,0,0,2,91
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - LA maintained,0,45,33,8,605,10,86,3,0,7,797
2023,Calendar year,Regional,E92000001,England,E12000007,London,,,,Type of placement,Mainstream - LA maintained (resourced provision),0,2,2,1,55,2,8,0,0,0,70
