time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,ehc_plans,number_asd,number_hi,number_mld,number_msi,number_oth,number_pd,number_pmld,number_semh,number_slcn,number_sld,number_spld,number_vi,number_need_unknown,asd_pc,hi_pc,mld_pc,msi_pc,oth_pc,pd_pc,pmld_pc,semh_pc,slcn_pc,sld_pc,spld_pc,vi_pc,unknown_pc
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Asian - Any other Asian background,9,5,0,0,0,0,0,0,0,4,0,0,0,0,55.6,0,0,0,0,0,0,0,44.4,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Asian - Bangladeshi,4,2,0,0,0,0,1,0,0,1,0,0,0,0,50,0,0,0,0,25,0,0,25,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Asian - Chinese,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Asian - Indian,11,4,1,0,0,1,1,0,0,3,0,0,0,1,36.4,9.1,0,0,9.1,9.1,0,0,27.3,0,0,0,9.1
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Asian - Pakistani,10,7,0,0,0,1,1,0,0,1,0,0,0,0,70,0,0,0,10,10,0,0,10,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Black - Any other Black background,12,4,0,2,0,0,0,0,0,3,0,0,1,2,33.3,0,16.7,0,0,0,0,0,25,0,0,8.3,16.7
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Black - Black African,31,13,0,1,0,5,1,1,0,5,0,0,0,5,41.9,0,3.2,0,16.1,3.2,3.2,0,16.1,0,0,0,16.1
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Black - Black Caribbean,2,1,0,0,0,0,0,1,0,0,0,0,0,0,50,0,0,0,0,0,50,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Mixed - Any other Mixed background,10,3,0,0,0,2,0,0,0,3,0,1,0,1,30,0,0,0,20,0,0,0,30,0,10,0,10
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Mixed - White and Asian,2,1,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Mixed - White and Black African,10,5,0,0,0,0,0,0,0,4,0,0,0,1,50,0,0,0,0,0,0,0,40,0,0,0,10
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Mixed - White and Black Caribbean,3,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,Unclassified,119,55,2,4,0,17,3,1,8,20,0,0,0,9,46.2,1.7,3.4,0,14.3,2.5,0.8,6.7,16.8,0,0,0,7.6
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,White - Any other White background,9,3,0,0,0,2,0,0,0,1,0,0,0,3,33.3,0,0,0,22.2,0,0,0,11.1,0,0,0,33.3
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,White - Irish,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,White - Traveller of Irish heritage,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Ethnicity,White - White British,84,44,0,3,0,5,2,0,10,12,0,2,0,6,52.4,0,3.6,0,6,2.4,0,11.9,14.3,0,2.4,0,7.1
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Sex,Female,92,36,2,5,0,11,7,1,5,17,0,0,1,7,39.1,2.2,5.4,0,12,7.6,1.1,5.4,18.5,0,0,1.1,7.6
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Sex,Male,239,119,1,6,0,24,4,2,13,46,0,3,0,21,49.8,0.4,2.5,0,10,1.7,0.8,5.4,19.2,0,1.3,0,8.8
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,AP/PRU - academy,2,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,AP/PRU - total,2,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Educated elsewhere - other arrangements by LA,3,1,0,0,0,0,0,0,0,0,0,0,0,2,33.3,0,0,0,0,0,0,0,0,0,0,0,66.7
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Educated elsewhere - other arrangements by parents,5,4,0,0,0,0,0,0,0,1,0,0,0,0,80,0,0,0,0,0,0,0,20,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Educated elsewhere - other schools and establishments,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Educated elsewhere - total,9,5,0,0,0,0,0,0,1,1,0,0,0,2,55.6,0,0,0,0,0,0,11.1,11.1,0,0,0,22.2
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,FE - general FE and tertiary colleges,3,2,0,0,0,1,0,0,0,0,0,0,0,0,66.7,0,0,0,33.3,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,FE - total,6,3,0,0,0,2,0,0,0,1,0,0,0,0,50,0,0,0,33.3,0,0,0,16.7,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,FE - UKRLP provider,3,1,0,0,0,1,0,0,0,1,0,0,0,0,33.3,0,0,0,33.3,0,0,0,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Mainstream - academy,126,55,1,5,0,13,5,0,8,27,0,0,0,12,43.7,0.8,4,0,10.3,4,0,6.3,21.4,0,0,0,9.5
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Mainstream - academy (resourced provision),3,2,0,0,0,0,0,0,0,1,0,0,0,0,66.7,0,0,0,0,0,0,0,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Mainstream - free school,27,14,0,4,0,0,0,0,0,5,0,2,0,2,51.9,0,14.8,0,0,0,0,0,18.5,0,7.4,0,7.4
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Mainstream - independent,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Mainstream - LA maintained,109,57,2,2,0,14,2,0,4,22,0,1,0,5,52.3,1.8,1.8,0,12.8,1.8,0,3.7,20.2,0,0.9,0,4.6
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Mainstream - LA maintained (resourced provision),1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Mainstream - total,267,129,3,11,0,27,7,0,13,55,0,3,0,19,48.3,1.1,4.1,0,10.1,2.6,0,4.9,20.6,0,1.1,0,7.1
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Non-maintained early years,6,1,0,0,0,2,1,1,1,0,0,0,0,0,16.7,0,0,0,33.3,16.7,16.7,16.7,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Placement not recorded,12,5,0,0,0,2,1,0,0,1,0,0,1,2,41.7,0,0,0,16.7,8.3,0,0,8.3,0,0,8.3,16.7
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Special - Academy/free schools,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0,50
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Special - independent,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Special - LA maintained,26,10,0,0,0,2,2,2,1,5,0,0,0,4,38.5,0,0,0,7.7,7.7,7.7,3.8,19.2,0,0,0,15.4
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000042,826,Milton Keynes,Type of placement,Special - total,29,11,0,0,0,2,2,2,2,5,0,0,0,5,37.9,0,0,0,6.9,6.9,6.9,6.9,17.2,0,0,0,17.2
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 10,55,25,0,12,0,0,0,0,11,0,0,7,0,0,45.5,0,21.8,0,0,0,0,20,0,0,12.7,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 11,47,20,0,10,0,0,0,0,11,2,0,4,0,0,42.6,0,21.3,0,0,0,0,23.4,4.3,0,8.5,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 12,17,10,0,1,0,0,0,0,5,0,0,1,0,0,58.8,0,5.9,0,0,0,0,29.4,0,0,5.9,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 13,25,5,0,10,0,0,0,0,10,0,0,0,0,0,20,0,40,0,0,0,0,40,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 14,19,8,0,5,0,0,1,0,4,1,0,0,0,0,42.1,0,26.3,0,0,5.3,0,21.1,5.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 15,13,5,0,3,0,0,0,0,3,1,0,0,1,0,38.5,0,23.1,0,0,0,0,23.1,7.7,0,0,7.7,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 16,10,3,0,5,0,0,0,0,2,0,0,0,0,0,30,0,50,0,0,0,0,20,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 17,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 3,50,32,1,3,0,0,0,0,0,14,0,0,0,0,64,2,6,0,0,0,0,0,28,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 4,74,43,1,5,0,0,3,0,0,20,0,0,2,0,58.1,1.4,6.8,0,0,4.1,0,0,27,0,0,2.7,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 5,45,24,0,3,0,0,2,0,7,8,0,1,0,0,53.3,0,6.7,0,0,4.4,0,15.6,17.8,0,2.2,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 6,33,15,0,5,0,0,0,0,5,8,0,0,0,0,45.5,0,15.2,0,0,0,0,15.2,24.2,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 7,46,26,0,10,0,0,0,0,5,4,0,0,1,0,56.5,0,21.7,0,0,0,0,10.9,8.7,0,0,2.2,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 8,50,19,0,10,0,0,1,1,12,6,0,1,0,0,38,0,20,0,0,2,2,24,12,0,2,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Age when plan started,age 9,53,21,1,11,0,0,2,0,10,3,1,4,0,0,39.6,1.9,20.8,0,0,3.8,0,18.9,5.7,1.9,7.5,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,All EHC plans,All EHC plans,539,256,3,94,0,0,9,1,86,67,1,18,4,0,47.5,0.6,17.4,0,0,1.7,0.2,16,12.4,0.2,3.3,0.7,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Any other ethnic group,6,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,16.7,0,0,0,16.7,0,66.7,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Asian - Any other Asian background,8,1,0,2,0,0,1,0,0,3,1,0,0,0,12.5,0,25,0,0,12.5,0,0,37.5,12.5,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Asian - Bangladeshi,3,1,1,0,0,0,0,0,0,0,0,1,0,0,33.3,33.3,0,0,0,0,0,0,0,0,33.3,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Asian - Indian,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Black - Any other Black background,3,1,0,1,0,0,0,0,0,1,0,0,0,0,33.3,0,33.3,0,0,0,0,0,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Black - Black African,6,1,0,1,0,0,0,0,1,3,0,0,0,0,16.7,0,16.7,0,0,0,0,16.7,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Mixed - Any other Mixed background,8,4,0,1,0,0,0,0,3,0,0,0,0,0,50,0,12.5,0,0,0,0,37.5,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Mixed - White and Asian,6,5,0,0,0,0,0,0,1,0,0,0,0,0,83.3,0,0,0,0,0,0,16.7,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Mixed - White and Black African,6,1,0,2,0,0,0,0,1,2,0,0,0,0,16.7,0,33.3,0,0,0,0,16.7,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Mixed - White and Black Caribbean,9,5,0,1,0,0,0,0,3,0,0,0,0,0,55.6,0,11.1,0,0,0,0,33.3,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,Unclassified,58,32,1,4,0,0,2,0,1,15,0,1,2,0,55.2,1.7,6.9,0,0,3.4,0,1.7,25.9,0,1.7,3.4,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,White - Any other White background,16,8,0,1,0,0,0,0,2,3,0,1,1,0,50,0,6.3,0,0,0,0,12.5,18.8,0,6.3,6.3,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,White - Gypsy/Roma,3,2,0,1,0,0,0,0,0,0,0,0,0,0,66.7,0,33.3,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,White - Irish,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Ethnicity,White - White British,405,193,1,79,0,0,6,0,74,36,0,15,1,0,47.7,0.2,19.5,0,0,1.5,0,18.3,8.9,0,3.7,0.2,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Sex,Female,165,73,1,36,0,0,6,0,21,23,1,3,1,0,44.2,0.6,21.8,0,0,3.6,0,12.7,13.9,0.6,1.8,0.6,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Sex,Male,374,183,2,58,0,0,3,1,65,44,0,15,3,0,48.9,0.5,15.5,0,0,0.8,0.3,17.4,11.8,0,4,0.8,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,AP/PRU - academy,8,2,0,4,0,0,0,0,2,0,0,0,0,0,25,0,50,0,0,0,0,25,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,AP/PRU - total,8,2,0,4,0,0,0,0,2,0,0,0,0,0,25,0,50,0,0,0,0,25,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Educated elsewhere - elective home education,12,4,0,4,0,0,0,0,2,0,0,1,1,0,33.3,0,33.3,0,0,0,0,16.7,0,0,8.3,8.3,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Educated elsewhere - other arrangements by LA,9,4,0,1,0,0,0,0,3,0,1,0,0,0,44.4,0,11.1,0,0,0,0,33.3,0,11.1,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Educated elsewhere - other arrangements by parents,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Educated elsewhere - total,22,8,0,6,0,0,0,0,5,0,1,1,1,0,36.4,0,27.3,0,0,0,0,22.7,0,4.5,4.5,4.5,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,FE - general FE and tertiary colleges,13,5,0,5,0,0,0,0,2,1,0,0,0,0,38.5,0,38.5,0,0,0,0,15.4,7.7,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,FE - total,13,5,0,5,0,0,0,0,2,1,0,0,0,0,38.5,0,38.5,0,0,0,0,15.4,7.7,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Mainstream - academy,197,92,1,31,0,0,4,0,35,24,0,8,2,0,46.7,0.5,15.7,0,0,2,0,17.8,12.2,0,4.1,1,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Mainstream - academy (resourced provision),5,2,0,1,0,0,1,0,0,1,0,0,0,0,40,0,20,0,0,20,0,0,20,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Mainstream - free school,7,3,0,3,0,0,0,0,1,0,0,0,0,0,42.9,0,42.9,0,0,0,0,14.3,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Mainstream - independent,4,2,0,0,0,0,0,0,0,0,0,2,0,0,50,0,0,0,0,0,0,0,0,0,50,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Mainstream - LA maintained,139,77,0,25,0,0,2,0,16,12,0,6,1,0,55.4,0,18,0,0,1.4,0,11.5,8.6,0,4.3,0.7,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Mainstream - LA maintained (resourced provision),14,8,1,1,0,0,0,0,0,4,0,0,0,0,57.1,7.1,7.1,0,0,0,0,0,28.6,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Mainstream - total,366,184,2,61,0,0,7,0,52,41,0,16,3,0,50.3,0.5,16.7,0,0,1.9,0,14.2,11.2,0,4.4,0.8,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Non-maintained early years,37,17,0,6,0,0,0,0,0,14,0,0,0,0,45.9,0,16.2,0,0,0,0,0,37.8,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Placement not recorded,3,2,0,0,0,0,0,0,0,1,0,0,0,0,66.7,0,0,0,0,0,0,0,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Special - Academy/free schools,63,25,1,9,0,0,2,1,18,7,0,0,0,0,39.7,1.6,14.3,0,0,3.2,1.6,28.6,11.1,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Special - independent,12,5,0,0,0,0,0,0,6,0,0,1,0,0,41.7,0,0,0,0,0,0,50,0,0,8.3,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Special - LA maintained,11,7,0,1,0,0,0,0,0,3,0,0,0,0,63.6,0,9.1,0,0,0,0,0,27.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Special - non-maintained,4,1,0,2,0,0,0,0,1,0,0,0,0,0,25,0,50,0,0,0,0,25,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E10000011,845,East Sussex,Type of placement,Special - total,90,38,1,12,0,0,2,1,25,10,0,1,0,0,42.2,1.1,13.3,0,0,2.2,1.1,27.8,11.1,0,1.1,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 10,48,24,0,1,0,0,0,1,9,5,0,8,0,0,50,0,2.1,0,0,0,2.1,18.8,10.4,0,16.7,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 11,37,24,0,0,1,0,0,0,4,4,0,3,1,0,64.9,0,0,2.7,0,0,0,10.8,10.8,0,8.1,2.7,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 12,25,13,0,1,0,0,0,0,5,1,0,5,0,0,52,0,4,0,0,0,0,20,4,0,20,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 13,32,18,1,0,0,0,0,0,6,4,0,2,0,1,56.3,3.1,0,0,0,0,0,18.8,12.5,0,6.3,0,3.1
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 14,26,14,1,0,0,0,0,0,8,0,0,3,0,0,53.8,3.8,0,0,0,0,0,30.8,0,0,11.5,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 15,22,12,0,0,0,0,0,0,5,4,0,1,0,0,54.5,0,0,0,0,0,0,22.7,18.2,0,4.5,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 16,20,10,0,0,0,0,1,0,7,2,0,0,0,0,50,0,0,0,0,5,0,35,10,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 17,9,6,0,1,0,0,0,0,1,0,0,1,0,0,66.7,0,11.1,0,0,0,0,11.1,0,0,11.1,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 18,8,5,0,1,0,0,0,0,1,1,0,0,0,0,62.5,0,12.5,0,0,0,0,12.5,12.5,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 19,8,3,0,0,0,0,0,0,3,2,0,0,0,0,37.5,0,0,0,0,0,0,37.5,25,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 20 and over,8,5,0,0,0,0,0,0,3,0,0,0,0,0,62.5,0,0,0,0,0,0,37.5,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 3,28,15,0,1,0,0,0,0,1,10,1,0,0,0,53.6,0,3.6,0,0,0,0,3.6,35.7,3.6,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 4,50,34,0,0,0,0,2,0,1,13,0,0,0,0,68,0,0,0,0,4,0,2,26,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 5,20,9,0,2,0,0,1,0,3,3,0,1,0,1,45,0,10,0,0,5,0,15,15,0,5,0,5
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 6,21,8,0,1,0,0,0,0,5,6,0,0,1,0,38.1,0,4.8,0,0,0,0,23.8,28.6,0,0,4.8,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 7,24,17,0,0,0,0,0,0,1,4,0,1,0,1,70.8,0,0,0,0,0,0,4.2,16.7,0,4.2,0,4.2
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 8,28,10,0,1,0,1,0,0,10,5,0,1,0,0,35.7,0,3.6,0,3.6,0,0,35.7,17.9,0,3.6,0,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,Age when plan started,age 9,38,17,0,5,0,0,2,0,6,2,0,5,1,0,44.7,0,13.2,0,0,5.3,0,15.8,5.3,0,13.2,2.6,0
202425,Calendar year,Local authority,E92000001,England,E12000008,South East,E06000043,846,Brighton and Hove,All EHC plans,All EHC plans,452,244,2,14,1,1,6,1,79,66,1,31,3,3,54,0.4,3.1,0.2,0.2,1.3,0.2,17.5,14.6,0.2,6.9,0.7,0.7
