time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,ehc_plans,number_asd,number_hi,number_mld,number_msi,number_oth,number_pd,number_pmld,number_semh,number_slcn,number_sld,number_spld,number_vi,number_need_unknown,asd_pc,hi_pc,mld_pc,msi_pc,oth_pc,pd_pc,pmld_pc,semh_pc,slcn_pc,sld_pc,spld_pc,vi_pc,unknown_pc
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Ethnicity,Unclassified,43,16,0,6,0,0,3,0,3,15,0,0,0,0,37.2,0,14,0,0,7,0,7,34.9,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Ethnicity,White - Any other White background,25,3,0,1,0,0,1,0,8,12,0,0,0,0,12,0,4,0,0,4,0,32,48,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Ethnicity,White - Gypsy/Roma,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Ethnicity,White - White British,104,20,1,9,0,0,0,0,37,34,0,2,0,1,19.2,1,8.7,0,0,0,0,35.6,32.7,0,1.9,0,1
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Sex,Female,209,33,5,19,0,0,5,0,33,104,2,7,1,0,15.8,2.4,9.1,0,0,2.4,0,15.8,49.8,1,3.3,0.5,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Sex,Male,430,85,3,30,0,0,6,4,59,231,3,5,0,4,19.8,0.7,7,0,0,1.4,0.9,13.7,53.7,0.7,1.2,0,0.9
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,AP/PRU - LA maintained,17,1,0,1,0,0,0,0,13,1,0,1,0,0,5.9,0,5.9,0,0,0,0,76.5,5.9,0,5.9,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,AP/PRU - total,17,1,0,1,0,0,0,0,13,1,0,1,0,0,5.9,0,5.9,0,0,0,0,76.5,5.9,0,5.9,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Educated elsewhere - elective home education,3,1,0,0,0,0,1,0,1,0,0,0,0,0,33.3,0,0,0,0,33.3,0,33.3,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Educated elsewhere - not in education or training (notice to cease issued),2,1,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Educated elsewhere - not in education or training (other),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Educated elsewhere - online provider,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Educated elsewhere - other arrangements by LA,4,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,75,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Educated elsewhere - total,12,2,0,1,0,0,2,0,6,1,0,0,0,0,16.7,0,8.3,0,0,16.7,0,50,8.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,FE - general FE and tertiary colleges,4,2,0,0,0,0,0,0,0,2,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,FE - specialist post-16 institutions,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,FE - total,6,2,0,0,0,0,0,0,2,2,0,0,0,0,33.3,0,0,0,0,0,0,33.3,33.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,FE - UKRLP provider,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - academy,100,25,1,5,0,0,1,1,13,50,0,3,0,1,25,1,5,0,0,1,1,13,50,0,3,0,1
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - academy (resourced provision),3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - academy (SEN unit),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - free school,28,3,1,3,0,0,0,0,8,11,0,1,0,1,10.7,3.6,10.7,0,0,0,0,28.6,39.3,0,3.6,0,3.6
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - independent,5,2,0,1,0,0,0,0,1,1,0,0,0,0,40,0,20,0,0,0,0,20,20,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - LA maintained,408,73,3,34,0,0,6,1,35,245,2,6,1,2,17.9,0.7,8.3,0,0,1.5,0.2,8.6,60,0.5,1.5,0.2,0.5
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - LA maintained (SEN unit),7,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,14.3,0,0,0,0,0,85.7,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Mainstream - total,552,103,8,44,0,0,7,2,57,314,2,10,1,4,18.7,1.4,8,0,0,1.3,0.4,10.3,56.9,0.4,1.8,0.2,0.7
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Non-maintained early years,10,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Placement not recorded,14,3,0,1,0,0,0,0,4,6,0,0,0,0,21.4,0,7.1,0,0,0,0,28.6,42.9,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Special - Academy/free schools,5,1,0,0,0,0,0,0,4,0,0,0,0,0,20,0,0,0,0,0,0,80,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Special - independent,9,1,0,1,0,0,0,0,6,0,0,1,0,0,11.1,0,11.1,0,0,0,0,66.7,0,0,11.1,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Special - LA maintained,14,5,0,1,0,0,2,2,0,2,2,0,0,0,35.7,0,7.1,0,0,14.3,14.3,0,14.3,14.3,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000030,211,Tower Hamlets,Type of placement,Special - total,28,7,0,2,0,0,2,2,10,2,2,1,0,0,25,0,7.1,0,0,7.1,7.1,35.7,7.1,7.1,3.6,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 10,28,7,0,4,0,0,0,0,6,7,0,4,0,0,25,0,14.3,0,0,0,0,21.4,25,0,14.3,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 11,17,5,0,1,0,1,0,0,5,5,0,0,0,0,29.4,0,5.9,0,5.9,0,0,29.4,29.4,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 12,10,3,0,1,0,0,0,0,6,0,0,0,0,0,30,0,10,0,0,0,0,60,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 13,10,1,0,0,0,0,1,0,6,2,0,0,0,0,10,0,0,0,0,10,0,60,20,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 14,24,6,0,1,0,0,0,0,16,0,0,1,0,0,25,0,4.2,0,0,0,0,66.7,0,0,4.2,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 15,9,3,0,2,0,0,0,0,3,1,0,0,0,0,33.3,0,22.2,0,0,0,0,33.3,11.1,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 16,11,3,1,0,0,0,1,0,6,0,0,0,0,0,27.3,9.1,0,0,0,9.1,0,54.5,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 17,6,2,0,0,0,0,0,1,3,0,0,0,0,0,33.3,0,0,0,0,0,16.7,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 19,2,1,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,50,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 2 and under,5,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 20 and over,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 3,19,3,1,2,0,0,0,0,0,12,0,0,1,0,15.8,5.3,10.5,0,0,0,0,0,63.2,0,0,5.3,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 4,76,11,0,2,0,2,2,0,1,58,0,0,0,0,14.5,0,2.6,0,2.6,2.6,0,1.3,76.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 5,55,14,0,1,0,1,0,0,7,32,0,0,0,0,25.5,0,1.8,0,1.8,0,0,12.7,58.2,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 6,34,9,0,3,0,1,0,0,6,13,0,1,0,1,26.5,0,8.8,0,2.9,0,0,17.6,38.2,0,2.9,0,2.9
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 7,38,9,0,2,0,0,0,0,11,15,0,1,0,0,23.7,0,5.3,0,0,0,0,28.9,39.5,0,2.6,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 8,35,7,1,0,0,0,1,0,14,10,0,2,0,0,20,2.9,0,0,0,2.9,0,40,28.6,0,5.7,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Age when plan started,age 9,29,8,0,2,0,0,0,0,9,8,0,2,0,0,27.6,0,6.9,0,0,0,0,31,27.6,0,6.9,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,All EHC plans,All EHC plans,411,93,3,21,0,5,9,2,101,163,1,11,1,1,22.6,0.7,5.1,0,1.2,2.2,0.5,24.6,39.7,0.2,2.7,0.2,0.2
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Any other ethnic group,10,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,10,0,0,0,0,20,70,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Asian - Any other Asian background,15,1,0,0,0,0,1,0,3,9,0,1,0,0,6.7,0,0,0,0,6.7,0,20,60,0,6.7,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Asian - Bangladeshi,6,1,0,0,0,0,0,0,0,5,0,0,0,0,16.7,0,0,0,0,0,0,0,83.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Asian - Chinese,2,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Asian - Indian,4,1,0,1,0,0,0,0,0,2,0,0,0,0,25,0,25,0,0,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Asian - Pakistani,30,3,0,2,0,2,1,0,2,20,0,0,0,0,10,0,6.7,0,6.7,3.3,0,6.7,66.7,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Black - Any other Black background,16,0,0,1,0,0,0,0,6,9,0,0,0,0,0,0,6.3,0,0,0,0,37.5,56.3,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Black - Black African,53,12,1,6,0,2,0,1,4,27,0,0,0,0,22.6,1.9,11.3,0,3.8,0,1.9,7.5,50.9,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Black - Black Caribbean,32,6,0,2,0,0,1,0,10,12,0,1,0,0,18.8,0,6.3,0,0,3.1,0,31.3,37.5,0,3.1,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Mixed - Any other Mixed background,30,5,0,2,0,0,2,0,10,10,0,1,0,0,16.7,0,6.7,0,0,6.7,0,33.3,33.3,0,3.3,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Mixed - White and Asian,8,4,0,0,0,0,0,0,1,3,0,0,0,0,50,0,0,0,0,0,0,12.5,37.5,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Mixed - White and Black African,7,3,0,0,0,0,0,0,0,3,0,1,0,0,42.9,0,0,0,0,0,0,0,42.9,0,14.3,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Mixed - White and Black Caribbean,31,4,0,0,0,0,0,0,14,12,0,1,0,0,12.9,0,0,0,0,0,0,45.2,38.7,0,3.2,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,Unclassified,55,20,1,0,0,1,3,0,15,9,1,3,1,1,36.4,1.8,0,0,1.8,5.5,0,27.3,16.4,1.8,5.5,1.8,1.8
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,White - Any other White background,26,5,0,2,0,0,1,0,4,13,0,1,0,0,19.2,0,7.7,0,0,3.8,0,15.4,50,0,3.8,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,White - Irish,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Ethnicity,White - White British,85,27,1,4,0,0,0,1,29,21,0,2,0,0,31.8,1.2,4.7,0,0,0,1.2,34.1,24.7,0,2.4,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Sex,Female,144,28,0,8,0,5,6,2,41,48,1,4,1,0,19.4,0,5.6,0,3.5,4.2,1.4,28.5,33.3,0.7,2.8,0.7,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Sex,Male,267,65,3,13,0,0,3,0,60,115,0,7,0,1,24.3,1.1,4.9,0,0,1.1,0,22.5,43.1,0,2.6,0,0.4
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,AP/PRU - academy,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,AP/PRU - LA maintained,9,2,0,0,0,0,0,0,7,0,0,0,0,0,22.2,0,0,0,0,0,0,77.8,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,AP/PRU - total,11,2,0,0,0,0,0,0,9,0,0,0,0,0,18.2,0,0,0,0,0,0,81.8,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Educated elsewhere - elective home education,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Educated elsewhere - NEET,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Educated elsewhere - not in education or training (other),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Educated elsewhere - online provider,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Educated elsewhere - total,4,2,0,0,0,0,0,0,1,0,1,0,0,0,50,0,0,0,0,0,0,25,0,25,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,FE - general FE and tertiary colleges,7,4,0,0,0,0,0,0,3,0,0,0,0,0,57.1,0,0,0,0,0,0,42.9,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,FE - total,14,6,0,0,0,0,0,0,8,0,0,0,0,0,42.9,0,0,0,0,0,0,57.1,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,FE - UKRLP provider,7,2,0,0,0,0,0,0,5,0,0,0,0,0,28.6,0,0,0,0,0,0,71.4,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - academy,81,16,0,7,0,1,1,0,28,27,0,1,0,0,19.8,0,8.6,0,1.2,1.2,0,34.6,33.3,0,1.2,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - academy (resourced provision),6,0,1,0,0,0,0,0,2,3,0,0,0,0,0,16.7,0,0,0,0,0,33.3,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - free school,19,6,0,1,0,0,0,0,4,8,0,0,0,0,31.6,0,5.3,0,0,0,0,21.1,42.1,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - free school (resourced provision),4,1,0,0,0,0,0,0,0,3,0,0,0,0,25,0,0,0,0,0,0,0,75,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - independent,11,9,0,0,0,1,0,0,0,0,0,1,0,0,81.8,0,0,0,9.1,0,0,0,0,0,9.1,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - LA maintained,162,32,2,10,0,3,2,0,31,75,0,6,1,0,19.8,1.2,6.2,0,1.9,1.2,0,19.1,46.3,0,3.7,0.6,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - LA maintained (resourced provision),45,9,0,3,0,0,0,0,2,31,0,0,0,0,20,0,6.7,0,0,0,0,4.4,68.9,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - LA maintained (SEN unit),1,1,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Mainstream - total,329,74,3,21,0,5,3,0,67,147,0,8,1,0,22.5,0.9,6.4,0,1.5,0.9,0,20.4,44.7,0,2.4,0.3,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Non-maintained early years,8,2,0,0,0,0,2,0,0,4,0,0,0,0,25,0,0,0,0,25,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Placement not recorded,8,1,0,0,0,0,0,0,2,3,0,1,0,1,12.5,0,0,0,0,0,0,25,37.5,0,12.5,0,12.5
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Special - Academy/free schools,7,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,14.3,85.7,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Special - independent,14,2,0,0,0,0,0,0,8,2,0,2,0,0,14.3,0,0,0,0,0,0,57.1,14.3,0,14.3,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Special - LA maintained,16,4,0,0,0,0,4,1,0,7,0,0,0,0,25,0,0,0,0,25,6.3,0,43.8,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000032,212,Wandsworth,Type of placement,Special - total,37,6,0,0,0,0,4,2,14,9,0,2,0,0,16.2,0,0,0,0,10.8,5.4,37.8,24.3,0,5.4,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 10,9,5,0,0,0,0,0,0,2,2,0,0,0,0,55.6,0,0,0,0,0,0,22.2,22.2,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 11,2,1,0,0,0,0,0,0,1,0,0,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 12,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 13,5,2,1,0,0,0,0,0,1,1,0,0,0,0,40,20,0,0,0,0,0,20,20,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 14,5,2,0,0,0,0,0,0,2,0,0,0,0,1,40,0,0,0,0,0,0,40,0,0,0,0,20
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 15,5,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,40,0,0,40,0,20
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 18,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 19,2,1,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,0,0,0,0,50,0,0,0,0
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 3,10,6,0,0,0,0,0,1,0,2,0,0,0,1,60,0,0,0,0,0,10,0,20,0,0,0,10
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 4,43,19,0,0,0,0,0,1,1,15,0,0,0,7,44.2,0,0,0,0,0,2.3,2.3,34.9,0,0,0,16.3
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 5,24,11,0,0,0,0,0,0,3,8,0,0,0,2,45.8,0,0,0,0,0,0,12.5,33.3,0,0,0,8.3
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 6,13,6,1,0,0,0,0,0,1,3,0,1,0,1,46.2,7.7,0,0,0,0,0,7.7,23.1,0,7.7,0,7.7
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 7,9,3,0,0,0,0,0,0,1,3,0,1,0,1,33.3,0,0,0,0,0,0,11.1,33.3,0,11.1,0,11.1
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 8,8,2,0,0,0,0,0,0,1,4,0,0,0,1,25,0,0,0,0,0,0,12.5,50,0,0,0,12.5
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Age when plan started,age 9,9,2,0,0,0,0,0,0,1,3,0,1,0,2,22.2,0,0,0,0,0,0,11.1,33.3,0,11.1,0,22.2
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,All EHC plans,All EHC plans,149,60,2,0,0,0,0,2,21,42,0,5,0,17,40.3,1.3,0,0,0,0,1.3,14.1,28.2,0,3.4,0,11.4
202425,Calendar year,Local authority,E92000001,England,E13000001,Inner London,E09000033,213,Westminster,Ethnicity,Any other ethnic group,8,2,0,0,0,0,0,0,2,4,0,0,0,0,25,0,0,0,0,0,0,25,50,0,0,0,0
